state,year,online_crime,number_of_cases,financial_losses_rm,number_of_victims,age_group,gender
Melaka,2022,Telecommunication crime,,,51,21-30,male
Melaka,2022,Telecommunication crime,,,31,31-40,male
Melaka,2022,Telecommunication crime,,,29,41-50,male
Melaka,2022,Telecommunication crime,,,17,51-60,male
Melaka,2022,Telecommunication crime,,,18,>=61,male
Melaka,2022,e-Finance,,,1,15-20,male
Melaka,2022,e-Finance,,,2,21-30,male
Melaka,2022,e-Finance,,,8,31-40,male
Melaka,2022,e-Finance,,,3,41-50,male
Melaka,2022,e-Finance,,,1,51-60,male
Melaka,2022,e-Finance,,,1,>=61,male
Melaka,2023,Telecommunication crime,,,18,15-20,male
Melaka,2023,Telecommunication crime,,,59,21-30,male
Melaka,2023,Telecommunication crime,,,35,31-40,male
Melaka,2023,Telecommunication crime,,,29,41-50,male
Melaka,2023,Telecommunication crime,,,27,51-60,male
Melaka,2023,Telecommunication crime,,,10,>=61,male
Melaka,2023,e-Finance,,,4,15-20,male
Melaka,2023,e-Finance,,,8,21-30,male
Melaka,2023,e-Finance,,,6,31-40,male
Melaka,2023,e-Finance,,,8,41-50,male
Melaka,2023,e-Finance,,,4,51-60,male
Melaka,2023,e-Finance,,,5,>=61,male
Negeri Sembilan,2021,Telecommunication crime,,,10,15-20,male
Negeri Sembilan,2021,Telecommunication crime,,,80,21-30,male
Negeri Sembilan,2021,Telecommunication crime,,,50,31-40,male
Negeri Sembilan,2021,Telecommunication crime,,,47,41-50,male
Negeri Sembilan,2021,Telecommunication crime,,,29,51-60,male
Negeri Sembilan,2021,Telecommunication crime,,,34,>=61,male
Negeri Sembilan,2021,e-Finance,,,8,15-20,male
Negeri Sembilan,2021,e-Finance,,,18,21-30,male
Negeri Sembilan,2021,e-Finance,,,9,31-40,male
Negeri Sembilan,2021,e-Finance,,,7,41-50,male
Negeri Sembilan,2021,e-Finance,,,2,51-60,male
Negeri Sembilan,2021,e-Finance,,,5,>=61,male
Negeri Sembilan,2022,Telecommunication crime,,,31,15-20,male
Negeri Sembilan,2022,Telecommunication crime,,,109,21-30,male
Negeri Sembilan,2022,Telecommunication crime,,,72,31-40,male
Negeri Sembilan,2022,Telecommunication crime,,,57,41-50,male
Negeri Sembilan,2022,Telecommunication crime,,,56,51-60,male
Negeri Sembilan,2022,Telecommunication crime,,,38,>=61,male
Negeri Sembilan,2022,e-Finance,,,8,15-20,male
Negeri Sembilan,2022,e-Finance,,,12,21-30,male
Negeri Sembilan,2022,e-Finance,,,15,31-40,male
Negeri Sembilan,2022,e-Finance,,,10,41-50,male
Negeri Sembilan,2022,e-Finance,,,5,51-60,male
Negeri Sembilan,2022,e-Finance,,,4,>=61,male
Negeri Sembilan,2023,Telecommunication crime,,,21,15-20,male
Negeri Sembilan,2023,Telecommunication crime,,,94,21-30,male
Negeri Sembilan,2023,Telecommunication crime,,,62,31-40,male
Negeri Sembilan,2023,Telecommunication crime,,,44,41-50,male
Negeri Sembilan,2023,Telecommunication crime,,,51,51-60,male
Negeri Sembilan,2023,Telecommunication crime,,,45,>=61,male
Negeri Sembilan,2023,e-Finance,,,6,15-20,male
Negeri Sembilan,2023,e-Finance,,,16,21-30,male
Negeri Sembilan,2023,e-Finance,,,10,31-40,male
Negeri Sembilan,2023,e-Finance,,,22,41-50,male
Negeri Sembilan,2023,e-Finance,,,10,51-60,male
Negeri Sembilan,2023,e-Finance,,,11,>=61,male
Pahang,2021,Telecommunication crime,,,8,15-20,male
Pahang,2021,Telecommunication crime,,,39,21-30,male
Pahang,2021,Telecommunication crime,,,27,31-40,male
Pahang,2021,Telecommunication crime,,,27,41-50,male
Pahang,2021,Telecommunication crime,,,25,51-60,male
Pahang,2021,Telecommunication crime,,,17,>=61,male
Pahang,2021,e-Finance,,,3,15-20,male
Pahang,2021,e-Finance,,,1,21-30,male
Pahang,2021,e-Finance,,,0,31-40,male
Pahang,2021,e-Finance,,,3,41-50,male
Pahang,2021,e-Finance,,,1,51-60,male
Pahang,2021,e-Finance,,,3,>=61,male
Pahang,2022,Telecommunication crime,,,4,15-20,male
Pahang,2022,Telecommunication crime,,,60,21-30,male
Pahang,2022,Telecommunication crime,,,45,31-40,male
Pahang,2022,Telecommunication crime,,,33,41-50,male
Pahang,2022,Telecommunication crime,,,37,51-60,male
Pahang,2022,Telecommunication crime,,,30,>=61,male
Pahang,2022,e-Finance,,,2,15-20,male
Pahang,2022,e-Finance,,,4,21-30,male
Pahang,2022,e-Finance,,,5,31-40,male
Pahang,2022,e-Finance,,,2,41-50,male
Pahang,2022,e-Finance,,,6,51-60,male
Pahang,2022,e-Finance,,,1,>=61,male
Pahang,2023,Telecommunication crime,,,26,15-20,male
Pahang,2023,Telecommunication crime,,,60,21-30,male
Pahang,2023,Telecommunication crime,,,50,31-40,male
Pahang,2023,Telecommunication crime,,,49,41-50,male
Pahang,2023,Telecommunication crime,,,35,51-60,male
Pahang,2023,Telecommunication crime,,,30,>=61,male
Pahang,2023,e-Finance,,,1,15-20,male
Pahang,2023,e-Finance,,,8,21-30,male
Pahang,2023,e-Finance,,,14,31-40,male
Pahang,2023,e-Finance,,,8,41-50,male
Pahang,2023,e-Finance,,,8,51-60,male
Pahang,2023,e-Finance,,,2,>=61,male
Pulau Pinang,2021,Telecommunication crime,,,21,15-20,male
Pulau Pinang,2021,Telecommunication crime,,,113,21-30,male
Pulau Pinang,2021,Telecommunication crime,,,76,31-40,male
Pulau Pinang,2021,Telecommunication crime,,,48,41-50,male
Pulau Pinang,2021,Telecommunication crime,,,53,51-60,male
Pulau Pinang,2021,Telecommunication crime,,,49,>=61,male
Pulau Pinang,2021,e-Finance,,,5,15-20,male
Pulau Pinang,2021,e-Finance,,,12,21-30,male
Pulau Pinang,2021,e-Finance,,,6,31-40,male
Pulau Pinang,2021,e-Finance,,,4,41-50,male
Pulau Pinang,2021,e-Finance,,,7,51-60,male
Pulau Pinang,2021,e-Finance,,,3,>=61,male
Pulau Pinang,2022,Telecommunication crime,,,12,15-20,male
Pulau Pinang,2022,Telecommunication crime,,,93,21-30,male
Pulau Pinang,2022,Telecommunication crime,,,56,31-40,male
Pulau Pinang,2022,Telecommunication crime,,,46,41-50,male
Pulau Pinang,2022,Telecommunication crime,,,48,51-60,male
Pulau Pinang,2022,Telecommunication crime,,,37,>=61,male
Pulau Pinang,2022,e-Finance,,,2,15-20,male
Pulau Pinang,2022,e-Finance,,,7,21-30,male
Pulau Pinang,2022,e-Finance,,,8,31-40,male
Pulau Pinang,2022,e-Finance,,,5,41-50,male
Pulau Pinang,2022,e-Finance,,,9,51-60,male
Pulau Pinang,2022,e-Finance,,,1,>=61,male
Pulau Pinang,2023,Telecommunication crime,,,30,15-20,male
Pulau Pinang,2023,Telecommunication crime,,,139,21-30,male
Pulau Pinang,2023,Telecommunication crime,,,77,31-40,male
Pulau Pinang,2023,Telecommunication crime,,,63,41-50,male
Pulau Pinang,2023,Telecommunication crime,,,50,51-60,male
Pulau Pinang,2023,Telecommunication crime,,,49,>=61,male
Pulau Pinang,2023,e-Finance,,,1,15-20,male
Pulau Pinang,2023,e-Finance,,,10,21-30,male
Pulau Pinang,2023,e-Finance,,,11,31-40,male
Pulau Pinang,2023,e-Finance,,,21,41-50,male
Pulau Pinang,2023,e-Finance,,,7,51-60,male
Pulau Pinang,2023,e-Finance,,,7,>=61,male
Perak,2021,Telecommunication crime,,,8,15-20,male
Perak,2021,Telecommunication crime,,,57,21-30,male
Perak,2021,Telecommunication crime,,,34,31-40,male
Perak,2021,Telecommunication crime,,,29,41-50,male
Perak,2021,Telecommunication crime,,,39,51-60,male
Perak,2021,Telecommunication crime,,,42,>=61,male
Perak,2021,e-Finance,,,0,15-20,male
Perak,2021,e-Finance,,,6,21-30,male
Perak,2021,e-Finance,,,8,31-40,male
Perak,2021,e-Finance,,,1,41-50,male
Perak,2021,e-Finance,,,3,51-60,male
Perak,2021,e-Finance,,,2,>=61,male
Perak,2022,Telecommunication crime,,,18,15-20,male
Perak,2022,Telecommunication crime,,,63,21-30,male
Perak,2022,Telecommunication crime,,,48,31-40,male
Perak,2022,Telecommunication crime,,,45,41-50,male
Perak,2022,Telecommunication crime,,,38,51-60,male
Perak,2022,Telecommunication crime,,,40,>=61,male
Perak,2022,e-Finance,,,0,15-20,male
Perak,2022,e-Finance,,,5,21-30,male
Perak,2022,e-Finance,,,4,31-40,male
Perak,2022,e-Finance,,,11,41-50,male
Perak,2022,e-Finance,,,4,51-60,male
Perak,2022,e-Finance,,,6,>=61,male
Perak,2023,Telecommunication crime,,,31,15-20,male
Perak,2023,Telecommunication crime,,,85,21-30,male
Perak,2023,Telecommunication crime,,,53,31-40,male
Perak,2023,Telecommunication crime,,,50,41-50,male
Perak,2023,Telecommunication crime,,,47,51-60,male
Perak,2023,Telecommunication crime,,,42,>=61,male
Perak,2023,e-Finance,,,3,15-20,male
Perak,2023,e-Finance,,,17,21-30,male
Perak,2023,e-Finance,,,19,31-40,male
Perak,2023,e-Finance,,,6,41-50,male
Perak,2023,e-Finance,,,12,51-60,male
Perak,2023,e-Finance,,,8,>=61,male
Perlis,2021,Telecommunication crime,,,3,15-20,male
Perlis,2021,Telecommunication crime,,,14,21-30,male
Perlis,2021,Telecommunication crime,,,7,31-40,male
Perlis,2021,Telecommunication crime,,,7,41-50,male
Perlis,2021,Telecommunication crime,,,5,51-60,male
Perlis,2021,Telecommunication crime,,,5,>=61,male
Perlis,2021,e-Finance,,,0,15-20,male
Perlis,2021,e-Finance,,,3,21-30,male
Perlis,2021,e-Finance,,,1,31-40,male
Perlis,2021,e-Finance,,,1,41-50,male
Perlis,2021,e-Finance,,,2,51-60,male
Perlis,2021,e-Finance,,,2,>=61,male
Perlis,2022,Telecommunication crime,,,8,15-20,male
Perlis,2022,Telecommunication crime,,,13,21-30,male
Perlis,2022,Telecommunication crime,,,13,31-40,male
Perlis,2022,Telecommunication crime,,,4,41-50,male
Perlis,2022,Telecommunication crime,,,5,51-60,male
Perlis,2022,Telecommunication crime,,,4,>=61,male
Perlis,2022,e-Finance,,,1,15-20,male
Perlis,2022,e-Finance,,,3,21-30,male
Perlis,2022,e-Finance,,,4,31-40,male
Perlis,2022,e-Finance,,,4,41-50,male
Perlis,2022,e-Finance,,,0,51-60,male
Perlis,2022,e-Finance,,,2,>=61,male
Perlis,2023,Telecommunication crime,,,10,15-20,male
Perlis,2023,Telecommunication crime,,,27,21-30,male
Perlis,2023,Telecommunication crime,,,8,31-40,male
Perlis,2023,Telecommunication crime,,,3,41-50,male
Perlis,2023,Telecommunication crime,,,4,51-60,male
Perlis,2023,Telecommunication crime,,,7,>=61,male
Perlis,2023,e-Finance,,,1,15-20,male
Perlis,2023,e-Finance,,,2,21-30,male
Perlis,2023,e-Finance,,,2,31-40,male
Perlis,2023,e-Finance,,,2,41-50,male
Perlis,2023,e-Finance,,,2,51-60,male
Perlis,2023,e-Finance,,,0,>=61,male
Selangor,2021,Telecommunication crime,,,12,15-20,male
Selangor,2021,Telecommunication crime,,,94,21-30,male
Selangor,2021,Telecommunication crime,,,83,31-40,male
Selangor,2021,Telecommunication crime,,,72,41-50,male
Selangor,2021,Telecommunication crime,,,70,51-60,male
Selangor,2021,Telecommunication crime,,,62,>=61,male
Selangor,2021,e-Finance,,,2,15-20,male
Selangor,2021,e-Finance,,,11,21-30,male
Selangor,2021,e-Finance,,,8,31-40,male
Selangor,2021,e-Finance,,,10,41-50,male
Selangor,2021,e-Finance,,,8,51-60,male
Selangor,2021,e-Finance,,,2,>=61,male
Selangor,2022,Telecommunication crime,,,11,15-20,male
Selangor,2022,Telecommunication crime,,,86,21-30,male
Selangor,2022,Telecommunication crime,,,67,31-40,male
Selangor,2022,Telecommunication crime,,,58,41-50,male
Selangor,2022,Telecommunication crime,,,51,51-60,male
Selangor,2022,Telecommunication crime,,,50,>=61,male
Selangor,2022,e-Finance,,,3,15-20,male
Selangor,2022,e-Finance,,,10,21-30,male
Selangor,2022,e-Finance,,,11,31-40,male
Selangor,2022,e-Finance,,,14,41-50,male
Selangor,2022,e-Finance,,,8,51-60,male
Selangor,2022,e-Finance,,,6,>=61,male
Selangor,2023,Telecommunication crime,,,39,15-20,male
Selangor,2023,Telecommunication crime,,,292,21-30,male
Selangor,2023,Telecommunication crime,,,171,31-40,male
Selangor,2023,Telecommunication crime,,,129,41-50,male
Selangor,2023,Telecommunication crime,,,102,51-60,male
Selangor,2023,Telecommunication crime,,,101,>=61,male
Selangor,2023,e-Finance,,,7,15-20,male
Selangor,2023,e-Finance,,,37,21-30,male
Selangor,2023,e-Finance,,,51,31-40,male
Selangor,2023,e-Finance,,,43,41-50,male
Selangor,2023,e-Finance,,,21,51-60,male
Selangor,2023,e-Finance,,,10,>=61,male
Terengganu,2021,Telecommunication crime,,,2,15-20,male
Terengganu,2021,Telecommunication crime,,,31,21-30,male
Terengganu,2021,Telecommunication crime,,,18,31-40,male
Terengganu,2021,Telecommunication crime,,,14,41-50,male
Terengganu,2021,Telecommunication crime,,,17,51-60,male
Terengganu,2021,Telecommunication crime,,,6,>=61,male
Terengganu,2021,e-Finance,,,6,15-20,male
Terengganu,2021,e-Finance,,,15,21-30,male
Terengganu,2021,e-Finance,,,3,31-40,male
Terengganu,2021,e-Finance,,,4,41-50,male
Terengganu,2021,e-Finance,,,6,51-60,male
Terengganu,2021,e-Finance,,,4,>=61,male
Terengganu,2022,Telecommunication crime,,,4,15-20,male
Terengganu,2022,Telecommunication crime,,,43,21-30,male
Terengganu,2022,Telecommunication crime,,,27,31-40,male
Terengganu,2022,Telecommunication crime,,,25,41-50,male
Terengganu,2022,Telecommunication crime,,,22,51-60,male
Terengganu,2022,Telecommunication crime,,,19,>=61,male
Terengganu,2022,e-Finance,,,0,15-20,male
Terengganu,2022,e-Finance,,,7,21-30,male
Terengganu,2022,e-Finance,,,15,31-40,male
Terengganu,2022,e-Finance,,,4,41-50,male
Terengganu,2022,e-Finance,,,11,51-60,male
Terengganu,2022,e-Finance,,,5,>=61,male
Terengganu,2023,Telecommunication crime,,,7,15-20,male
Terengganu,2023,Telecommunication crime,,,44,21-30,male
Terengganu,2023,Telecommunication crime,,,42,31-40,male
Terengganu,2023,Telecommunication crime,,,20,41-50,male
Terengganu,2023,Telecommunication crime,,,20,51-60,male
Terengganu,2023,Telecommunication crime,,,15,>=61,male
Terengganu,2023,e-Finance,,,5,15-20,male
Terengganu,2023,e-Finance,,,14,21-30,male
Terengganu,2023,e-Finance,,,11,31-40,male
Terengganu,2023,e-Finance,,,8,41-50,male
Terengganu,2023,e-Finance,,,10,51-60,male
Terengganu,2023,e-Finance,,,5,>=61,male
Sabah,2021,Telecommunication crime,,,6,15-20,male
Sabah,2021,Telecommunication crime,,,22,21-30,male
Sabah,2021,Telecommunication crime,,,30,31-40,male
Sabah,2021,Telecommunication crime,,,26,41-50,male
Sabah,2021,Telecommunication crime,,,18,51-60,male
Sabah,2021,Telecommunication crime,,,23,>=61,male
Sabah,2021,e-Finance,,,1,15-20,male
Sabah,2021,e-Finance,,,4,21-30,male
Sabah,2021,e-Finance,,,4,31-40,male
Sabah,2021,e-Finance,,,5,41-50,male
Sabah,2021,e-Finance,,,5,51-60,male
Sabah,2021,e-Finance,,,3,>=61,male
Sabah,2022,Telecommunication crime,,,4,15-20,male
Sabah,2022,Telecommunication crime,,,50,21-30,male
Sabah,2022,Telecommunication crime,,,41,31-40,male
Sabah,2022,Telecommunication crime,,,28,41-50,male
Sabah,2022,Telecommunication crime,,,33,51-60,male
Sabah,2022,Telecommunication crime,,,21,>=61,male
Sabah,2022,e-Finance,,,1,15-20,male
Sabah,2022,e-Finance,,,4,21-30,male
Sabah,2022,e-Finance,,,9,31-40,male
Sabah,2022,e-Finance,,,4,41-50,male
Sabah,2022,e-Finance,,,4,51-60,male
Sabah,2022,e-Finance,,,3,>=61,male
Sabah,2023,Telecommunication crime,,,7,15-20,male
Sabah,2023,Telecommunication crime,,,64,21-30,male
Sabah,2023,Telecommunication crime,,,54,31-40,male
Sabah,2023,Telecommunication crime,,,56,41-50,male
Sabah,2023,Telecommunication crime,,,52,51-60,male
Sabah,2023,Telecommunication crime,,,26,>=61,male
Sabah,2023,e-Finance,,,2,15-20,male
Sabah,2023,e-Finance,,,13,21-30,male
Sabah,2023,e-Finance,,,8,31-40,male
Sabah,2023,e-Finance,,,12,41-50,male
Sabah,2023,e-Finance,,,8,51-60,male
Sabah,2023,e-Finance,,,5,>=61,male
Sarawak,2021,Telecommunication crime,,,18,15-20,male
Sarawak,2021,Telecommunication crime,,,69,21-30,male
Sarawak,2021,Telecommunication crime,,,53,31-40,male
Sarawak,2021,Telecommunication crime,,,45,41-50,male
Sarawak,2021,Telecommunication crime,,,30,51-60,male
Sarawak,2021,Telecommunication crime,,,29,>=61,male
Sarawak,2021,e-Finance,,,2,15-20,male
Sarawak,2021,e-Finance,,,27,21-30,male
Sarawak,2021,e-Finance,,,20,31-40,male
Sarawak,2021,e-Finance,,,16,41-50,male
Sarawak,2021,e-Finance,,,19,51-60,male
Sarawak,2021,e-Finance,,,11,>=61,male
Sarawak,2022,Telecommunication crime,,,10,15-20,male
Sarawak,2022,Telecommunication crime,,,77,21-30,male
Sarawak,2022,Telecommunication crime,,,38,31-40,male
Sarawak,2022,Telecommunication crime,,,54,41-50,male
Sarawak,2022,Telecommunication crime,,,30,51-60,male
Sarawak,2022,Telecommunication crime,,,28,>=61,male
Sarawak,2022,e-Finance,,,6,15-20,male
Sarawak,2022,e-Finance,,,18,21-30,male
Sarawak,2022,e-Finance,,,24,31-40,male
Sarawak,2022,e-Finance,,,23,41-50,male
Sarawak,2022,e-Finance,,,17,51-60,male
Sarawak,2022,e-Finance,,,8,>=61,male
Sarawak,2023,Telecommunication crime,,,15,15-20,male
Sarawak,2023,Telecommunication crime,,,77,21-30,male
Sarawak,2023,Telecommunication crime,,,46,31-40,male
Sarawak,2023,Telecommunication crime,,,56,41-50,male
Sarawak,2023,Telecommunication crime,,,33,51-60,male
Sarawak,2023,Telecommunication crime,,,45,>=61,male
Sarawak,2023,e-Finance,,,3,15-20,male
Sarawak,2023,e-Finance,,,26,21-30,male
Sarawak,2023,e-Finance,,,17,31-40,male
Sarawak,2023,e-Finance,,,17,41-50,male
Sarawak,2023,e-Finance,,,10,51-60,male
Sarawak,2023,e-Finance,,,12,>=61,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,14,15-20,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,144,21-30,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,145,31-40,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,84,41-50,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,75,51-60,male
W.P. Kuala Lumpur,2021,Telecommunication crime,,,53,>=61,male
W.P. Kuala Lumpur,2021,e-Finance,,,0,15-20,male
W.P. Kuala Lumpur,2021,e-Finance,,,8,21-30,male
W.P. Kuala Lumpur,2021,e-Finance,,,5,31-40,male
W.P. Kuala Lumpur,2021,e-Finance,,,7,41-50,male
W.P. Kuala Lumpur,2021,e-Finance,,,9,51-60,male
W.P. Kuala Lumpur,2021,e-Finance,,,3,>=61,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,15,15-20,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,148,21-30,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,138,31-40,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,68,41-50,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,47,51-60,male
W.P. Kuala Lumpur,2022,Telecommunication crime,,,57,>=61,male
W.P. Kuala Lumpur,2022,e-Finance,,,1,15-20,male
W.P. Kuala Lumpur,2022,e-Finance,,,17,21-30,male
W.P. Kuala Lumpur,2022,e-Finance,,,14,31-40,male
W.P. Kuala Lumpur,2022,e-Finance,,,15,41-50,male
W.P. Kuala Lumpur,2022,e-Finance,,,8,51-60,male
W.P. Kuala Lumpur,2022,e-Finance,,,6,>=61,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,27,15-20,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,205,21-30,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,209,31-40,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,102,41-50,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,63,51-60,male
W.P. Kuala Lumpur,2023,Telecommunication crime,,,48,>=61,male
W.P. Kuala Lumpur,2023,e-Finance,,,7,15-20,male
W.P. Kuala Lumpur,2023,e-Finance,,,23,21-30,male
W.P. Kuala Lumpur,2023,e-Finance,,,21,31-40,male
W.P. Kuala Lumpur,2023,e-Finance,,,15,41-50,male
W.P. Kuala Lumpur,2023,e-Finance,,,12,51-60,male
W.P. Kuala Lumpur,2023,e-Finance,,,9,>=61,male
Johor,2021,Love scam,,,0,15-20,male
Johor,2021,Love scam,,,1,21-30,male
Johor,2021,Love scam,,,1,31-40,male
Johor,2021,Love scam,,,8,41-50,male
Johor,2021,Love scam,,,4,51-60,male
Johor,2021,Love scam,,,7,>=61,male
Johor,2021,e-Commerce,,,37,15-20,male
Johor,2021,e-Commerce,,,163,21-30,male
Johor,2021,e-Commerce,,,101,31-40,male
Johor,2021,e-Commerce,,,82,41-50,male
Johor,2021,e-Commerce,,,37,51-60,male
Johor,2021,e-Commerce,,,9,>=61,male
Johor,2022,Love scam,,,0,15-20,male
Johor,2022,Love scam,,,3,21-30,male
Johor,2022,Love scam,,,3,31-40,male
Johor,2022,Love scam,,,1,41-50,male
Johor,2022,Love scam,,,3,51-60,male
Johor,2022,Love scam,,,4,>=61,male
Johor,2022,e-Commerce,,,37,15-20,male
Johor,2022,e-Commerce,,,122,21-30,male
Johor,2022,e-Commerce,,,99,31-40,male
Johor,2022,e-Commerce,,,88,41-50,male
